run_id,stim_id,stim_type,Frequency_Hz,MagL_dBFS,MagR_dBFS,MagMono_dBFS,MagSide_dBFS,PhaseL_rad,PhaseR_rad,IPD_rad,NearCenterBand,monauralCue_dB
20260225_161437,sham_1,sham,0.0,-79.41334855895056,-79.41334855895056,-79.41334855895056,-400.0,3.141592653589793,3.141592653589793,0.0,0,0.0
20260225_161437,sham_1,sham,1.3333333333333333,-61.42540538892426,-61.42540538892426,-61.42540538892426,-400.0,0.24760198653565213,0.24760198653565213,0.0,0,0.0
20260225_161437,sham_1,sham,2.6666666666666665,-55.99504099048069,-55.99504099048069,-55.99504099048069,-400.0,3.0975124299608923,3.0975124299608923,0.0,0,0.0
20260225_161437,sham_1,sham,4.0,-65.45271067186303,-65.45271067186303,-65.45271067186303,-400.0,-0.4944101744957306,-0.4944101744957306,0.0,0,0.0
20260225_161437,sham_1,sham,5.333333333333333,-59.98289674600652,-59.98289674600652,-59.98289674600652,-400.0,-1.9476959857818594,-1.9476959857818594,0.0,0,0.0
20260225_161437,sham_1,sham,6.666666666666666,-57.116928916767066,-57.116928916767066,-57.116928916767066,-400.0,0.22045180164494788,0.22045180164494788,0.0,0,0.0
20260225_161437,sham_1,sham,8.0,-55.4461682338765,-55.4461682338765,-55.4461682338765,-400.0,1.945740150887311,1.945740150887311,0.0,0,0.0
20260225_161437,sham_1,sham,9.333333333333332,-70.29270191011976,-70.29270191011976,-70.29270191011976,-400.0,-1.0315829453497758,-1.0315829453497758,0.0,0,0.0
20260225_161437,sham_1,sham,10.666666666666666,-58.86661903102639,-58.86661903102639,-58.86661903102639,-400.0,-0.17132499278336985,-0.17132499278336985,0.0,0,0.0
20260225_161437,sham_1,sham,12.0,-51.807787589472305,-51.807787589472305,-51.807787589472305,-400.0,-2.4875938391326406,-2.4875938391326406,0.0,0,0.0
20260225_161437,sham_1,sham,13.333333333333332,-57.08747065075499,-57.08747065075499,-57.08747065075499,-400.0,1.2682289903833848,1.2682289903833848,0.0,0,0.0
20260225_161437,sham_1,sham,14.666666666666666,-64.82243051888507,-64.82243051888507,-64.82243051888507,-400.0,0.4220463641912579,0.4220463641912579,0.0,0,0.0
20260225_161437,sham_1,sham,16.0,-54.67846016827026,-54.67846016827026,-54.67846016827026,-400.0,-1.904259903279225,-1.904259903279225,0.0,0,0.0
20260225_161437,sham_1,sham,17.333333333333332,-61.4584417960483,-61.4584417960483,-61.4584417960483,-400.0,0.8619678368659881,0.8619678368659881,0.0,0,0.0
20260225_161437,sham_1,sham,18.666666666666664,-54.11813807870543,-54.11813807870543,-54.11813807870543,-400.0,1.4814118190434302,1.4814118190434302,0.0,0,0.0
20260225_161437,sham_1,sham,20.0,-53.79470753532849,-53.79470753532849,-53.79470753532849,-400.0,-1.654138874784064,-1.654138874784064,0.0,0,0.0
20260225_161437,sham_1,sham,21.333333333333332,-60.69378542114748,-60.69378542114748,-60.69378542114748,-400.0,1.973880558673958,1.973880558673958,0.0,0,0.0
20260225_161437,sham_1,sham,22.666666666666664,-60.49784068530855,-60.49784068530855,-60.49784068530855,-400.0,-0.5527167655391678,-0.5527167655391678,0.0,0,0.0
20260225_161437,sham_1,sham,24.0,-61.69013810879679,-61.69013810879679,-61.69013810879679,-400.0,-2.926818959489766,-2.926818959489766,0.0,0,0.0
20260225_161437,sham_1,sham,25.333333333333332,-59.82396823819652,-59.82396823819652,-59.82396823819652,-400.0,1.5253885750854785,1.5253885750854785,0.0,0,0.0
20260225_161437,sham_1,sham,26.666666666666664,-63.80301965080821,-63.80301965080821,-63.80301965080821,-400.0,-2.458280452109854,-2.458280452109854,0.0,0,0.0
20260225_161437,sham_1,sham,28.0,-62.78449498126922,-62.78449498126922,-62.78449498126922,-400.0,0.4839038408010319,0.4839038408010319,0.0,0,0.0
20260225_161437,sham_1,sham,29.333333333333332,-63.869004947040146,-63.869004947040146,-63.869004947040146,-400.0,-2.041306005571262,-2.041306005571262,0.0,0,0.0
20260225_161437,sham_1,sham,30.666666666666664,-61.20325327583676,-61.20325327583676,-61.20325327583676,-400.0,-0.9152607312866317,-0.9152607312866317,0.0,0,0.0
20260225_161437,sham_1,sham,32.0,-54.52966679402793,-54.52966679402793,-54.52966679402793,-400.0,1.6457269062573683,1.6457269062573683,0.0,0,0.0
20260225_161437,sham_1,sham,33.33333333333333,-51.15670178801055,-51.15670178801055,-51.15670178801055,-400.0,-1.999849192011214,-1.999849192011214,0.0,0,0.0
20260225_161437,sham_1,sham,34.666666666666664,-51.64741379009398,-51.64741379009398,-51.64741379009398,-400.0,0.5421578547708883,0.5421578547708883,0.0,0,0.0
20260225_161437,sham_1,sham,36.0,-58.74553439061578,-58.74553439061578,-58.74553439061578,-400.0,-2.862142046820518,-2.862142046820518,0.0,0,0.0
20260225_161437,sham_1,sham,37.33333333333333,-60.74954970502597,-60.74954970502597,-60.74954970502597,-400.0,-3.098627151124028,-3.098627151124028,0.0,0,0.0
20260225_161437,sham_1,sham,38.666666666666664,-51.532122060699166,-51.532122060699166,-51.532122060699166,-400.0,1.32848497835216,1.32848497835216,0.0,0,0.0
20260225_161437,sham_1,sham,40.0,-47.08204705605799,-47.08204705605799,-47.08204705605799,-400.0,-0.9831717863484853,-0.9831717863484853,0.0,0,0.0
20260225_161437,sham_1,sham,41.33333333333333,-46.99074782100296,-46.99074782100296,-46.99074782100296,-400.0,2.447085070799021,2.447085070799021,0.0,0,0.0
20260225_161437,sham_1,sham,42.666666666666664,-53.21698793743205,-53.21698793743205,-53.21698793743205,-400.0,-0.847726087377822,-0.847726087377822,0.0,0,0.0
20260225_161437,sham_1,sham,44.0,-61.65745390957879,-61.65745390957879,-61.65745390957879,-400.0,2.130008597302914,2.130008597302914,0.0,0,0.0
20260225_161437,sham_1,sham,45.33333333333333,-61.61307044488434,-61.61307044488434,-61.61307044488434,-400.0,-0.9836864925859419,-0.9836864925859419,0.0,0,0.0
20260225_161437,sham_1,sham,46.666666666666664,-71.77390253044842,-71.77390253044842,-71.77390253044842,-400.0,-0.6580205967341511,-0.6580205967341511,0.0,0,0.0
20260225_161437,sham_1,sham,48.0,-51.587721328772254,-51.587721328772254,-51.587721328772254,-400.0,2.210307318167692,2.210307318167692,0.0,0,0.0
20260225_161437,sham_1,sham,49.33333333333333,-51.5617015854238,-51.5617015854238,-51.5617015854238,-400.0,-1.3270208046422935,-1.3270208046422935,0.0,0,0.0
20260225_161437,sham_1,sham,50.666666666666664,-56.65102678036982,-56.65102678036982,-56.65102678036982,-400.0,0.25407325524853,0.25407325524853,0.0,0,0.0
20260225_161437,sham_1,sham,52.0,-53.37577198378953,-53.37577198378953,-53.37577198378953,-400.0,2.7902369469607153,2.7902369469607153,0.0,0,0.0
20260225_161437,sham_1,sham,53.33333333333333,-58.13044608324005,-58.13044608324005,-58.13044608324005,-400.0,0.05079888766677816,0.05079888766677816,0.0,0,0.0
20260225_161437,sham_1,sham,54.666666666666664,-53.17359511884217,-53.17359511884217,-53.17359511884217,-400.0,-1.1923654379238304,-1.1923654379238304,0.0,0,0.0
20260225_161437,sham_1,sham,56.0,-49.25974266109133,-49.25974266109133,-49.25974266109133,-400.0,1.9687211874832857,1.9687211874832857,0.0,0,0.0
20260225_161437,sham_1,sham,57.33333333333333,-53.60236947259128,-53.60236947259128,-53.60236947259128,-400.0,-1.3128479692214101,-1.3128479692214101,0.0,0,0.0
