Frequency (Hz),Amplitude_dBFS,Phase_radians
9800.0,-348.3484593654824,-1.9138550377459822
9800.5,-341.1196772997101,-2.9240706991443766
9801.0,-342.21733925765614,-1.8395238940007808
9801.5,-351.0563599073022,-1.526783931833196
9802.0,-347.1790014392128,0.42811832147714246
9802.5,-340.0170399480126,-0.11394753012705526
9803.0,-339.64830833424764,-1.7335595326193334
9803.5,-342.85867745066645,1.5486788308806865
9804.0,-340.7959708244807,-2.5319528795385824
9804.5,-354.68717459890377,0.6289586013987831
9805.0,-336.78777446967155,-0.8278487082423396
9805.5,-353.2868567944845,-2.0579503597317754
9806.0,-344.83972787148025,1.9306420964345976
9806.5,-339.7711854848131,3.0715080285505905
9807.0,-345.8370830135195,0.35535381333068516
9807.5,-347.34768549417373,0.46772467281725316
9808.0,-347.06029035396296,1.5287748840058306
9808.5,-350.2851481925987,0.3114959267634219
9809.0,-337.3105807643908,0.588734997725061
9809.5,-337.69223173049915,0.14544982543834034
9810.0,-338.95055569898153,0.607836213025749
9810.5,-341.8018431448006,-2.3689041069800822
9811.0,-345.4474496021403,-0.7837733085678034
9811.5,-338.47116250438233,-1.3417205472905864
9812.0,-337.4576348930357,1.9217181674738943
9812.5,-334.80594018025505,-0.8945536867199767
9813.0,-336.83201232493934,2.930017367255704
9813.5,-348.48308557509665,2.558231819555501
9814.0,-345.56452835963546,2.9190891695939896
9814.5,-333.34717455986356,-1.6407413023687298
9815.0,-344.76869747213726,-0.011375885039985661
9815.5,-336.28738024400377,-0.8426822474449055
9816.0,-338.94720765770717,-2.469021997707324
9816.5,-338.20156819766726,-2.0728064134531774
9817.0,-343.058585981502,3.0647743748743466
9817.5,-339.18968186105724,1.5548923825144483
9818.0,-342.93156150660127,-1.1615769235825286
9818.5,-340.8206639071118,-2.351070082268958
9819.0,-338.96533297059756,2.9548912464497126
9819.5,-345.16039025213627,-2.816147178956714
9820.0,-350.77756128837507,0.6140697948170687
9820.5,-334.06556793460567,-1.1765285221865203
9821.0,-341.3942828943448,0.18651739705065895
9821.5,-338.6250209190993,-2.468966921185451
9822.0,-342.24393829368057,-2.8547595739050937
9822.5,-338.225355171729,0.19003216790278366
9823.0,-361.78009712185207,-1.6593941791899687
9823.5,-362.0374289612605,-1.288237948828924
9824.0,-351.14282218865924,0.7583770265452315
9824.5,-342.78402087186726,1.3040485081627666
9825.0,-335.4270940303793,-2.4330781510253474
9825.5,-334.4284641528286,-2.6564128949419574
9826.0,-341.0701612486056,1.1497784491844238
9826.5,-344.84878583834495,-2.378931666813676
9827.0,-350.05766730732574,0.5965893220961999
9827.5,-347.52448287526107,2.659863348899471
9828.0,-337.35946905284044,2.4651771970922476
9828.5,-358.42333053390547,-1.0258802217532466
9829.0,-334.94944218272803,-1.94737800952506
9829.5,-345.703573845708,-0.5769450524696427
9830.0,-335.2819224574566,-2.5252850532349727
9830.5,-340.5426437400214,-0.0622860272321043
9831.0,-361.83818391127426,1.8451901306880667
9831.5,-350.78131958543145,-2.8831279106430525
9832.0,-349.32376785662194,3.1321674534380697
9832.5,-343.38404431857845,0.6120774178136115
9833.0,-340.57195880070964,-2.234647033652024
9833.5,-345.1692761112928,2.0484387661430707
9834.0,-343.6920650767997,-0.2333797941933893
9834.5,-339.74340577759193,2.255186158754264
9835.0,-338.28633126553547,-2.557204748987521
9835.5,-332.9441134690427,0.15956625447507658
9836.0,-349.36077810558857,1.0638151851761883
9836.5,-341.86174491133136,-1.0526385862107166
9837.0,-354.51356387951546,-2.3474769683928787
9837.5,-340.0024050623943,0.2735581821021557
9838.0,-352.2398225299579,1.3332268554449334
9838.5,-354.9221925022079,-2.459411283647657
9839.0,-335.9771515040788,0.6022150153437371
9839.5,-342.41162334119423,1.5247459170457205
9840.0,-342.0536260541118,1.4339638803918557
9840.5,-349.657299047008,-0.2613867202243049
9841.0,-342.1347295493826,-2.12075239344214
9841.5,-342.10772716511815,2.4850905623371804
9842.0,-352.4838730951788,-2.307810713531765
9842.5,-344.0134861914907,-0.0014360793984272064
9843.0,-342.4053295640983,-2.7462604788570326
9843.5,-345.3281845676502,1.2991751712435557
9844.0,-344.30406310658185,0.004743669806869864
9844.5,-339.23347387986615,-2.3079414739360034
9845.0,-343.72721889825084,1.3607445019269373
9845.5,-338.9770680635056,-0.2897260638443497
9846.0,-335.2567105015148,0.5522711814186365
9846.5,-345.32613221171715,-0.3874371981608179
9847.0,-339.32013864475186,-0.12008994010790891
9847.5,-343.1813839181684,-2.4551699610430555
9848.0,-344.817533390237,-0.8730658277772335
9848.5,-342.64898150891065,0.7545281384848564
9849.0,-339.88857175200104,-2.813452776352643
9849.5,-341.5471622719806,0.7722729019452134
9850.0,-355.0741326982402,2.9718128985851973
9850.5,-348.82015562866314,-2.8378744539060556
9851.0,-346.6337441523595,0.5846544369671999
9851.5,-342.88273831720227,-2.9077584671383114
9852.0,-341.74074080070216,-0.3440158007386166
9852.5,-342.35909011386406,-2.4066935166102037
9853.0,-341.1295774381763,-0.5913488988839395
9853.5,-331.9113120407337,2.4825025990473644
9854.0,-334.6394837132757,-0.13530802880481504
9854.5,-346.4291798195248,2.8131580660846565
9855.0,-341.8666754101901,-1.0304095462869003
9855.5,-353.2278588101725,-0.10594866379493881
9856.0,-339.435417566454,1.9149246043323616
9856.5,-343.3740902388224,0.29679042736191996
9857.0,-347.5509413465963,1.3295575140621887
9857.5,-340.22033869431885,0.2681760450436376
9858.0,-343.15402661470546,3.0181643576302988
9858.5,-347.5807350104301,1.6564157954861694
9859.0,-338.292858252855,-1.326259453629395
9859.5,-336.11099168314274,0.733513520336143
9860.0,-335.63364433230527,-2.0361774523867635
9860.5,-329.55840357445777,1.4572019915492582
9861.0,-337.2334925894365,-2.7110164000001395
9861.5,-337.2460966050244,0.24468940286174712
9862.0,-341.60778644145813,0.7650614671599075
9862.5,-344.06139590226337,-1.656839902432562
9863.0,-340.756161502656,-0.7551144658996888
9863.5,-342.0159415542324,2.0503947103242943
9864.0,-343.0677601569733,-2.495886777251482
9864.5,-336.27594988648866,-2.2229700696017876
9865.0,-341.50062009417803,-0.9993144510231722
9865.5,-347.64226239715947,1.297123182570931
9866.0,-344.7473411717613,1.0487108609170286
9866.5,-342.2713554986996,-0.7567422155713246
9867.0,-335.4038723493002,0.38575381076612836
9867.5,-336.48132888814064,-0.40765258885055516
9868.0,-342.9410605151099,-3.1020786873914243
9868.5,-340.6956305717827,0.26956160650907207
9869.0,-338.41929473300894,0.3541717409387192
9869.5,-343.41818271681393,-1.839019013226201
9870.0,-344.6040984414128,-3.030341676769077
9870.5,-340.48950134483096,-0.582981084683873
9871.0,-333.64474388696686,-1.4167752718675402
9871.5,-335.33658685850554,-2.4311250473791204
9872.0,-336.6998167195481,-2.464054007154153
9872.5,-338.08605410564735,2.7902419315907245
9873.0,-353.03242774643627,1.847510152395979
9873.5,-341.4121182268257,-0.8632646210521161
9874.0,-336.8227478659188,1.8985349639662943
9874.5,-337.2750199297041,1.5810589510976911
9875.0,-341.1769176689313,-3.107626601354147
9875.5,-334.67389270128825,1.515884312200617
9876.0,-341.5948110840645,2.2312454504438852
9876.5,-340.0872845050891,1.8533203053776326
9877.0,-340.9845133431237,-0.6096021012686863
9877.5,-343.620397157702,-0.33050953932721644
9878.0,-333.0127988050406,1.3238717175180656
9878.5,-348.72084248759387,0.10647582761039509
9879.0,-347.0503602694042,3.132558969626969
9879.5,-334.63768662672516,0.8956822991376627
9880.0,-337.7348634766547,-2.012601764397446
9880.5,-344.955475647748,2.286438868522353
9881.0,-339.22765982035185,-2.5312483693058963
9881.5,-327.448787760704,-2.72172792952631
9882.0,-342.46854017416365,2.252176429598143
9882.5,-342.59741434152005,-1.487412537917759
9883.0,-342.0952613946077,0.47054337026051024
9883.5,-333.47558332167137,-2.425934910321515
9884.0,-338.3075618697373,1.78422379029909
9884.5,-340.4055249149577,2.4084923426277616
9885.0,-338.45189698010466,1.4314661869436536
9885.5,-344.3854644603994,-2.6581327085896085
9886.0,-335.964629276022,-1.080383281839294
9886.5,-336.6438978108422,-3.0955735964712585
9887.0,-332.015698869402,2.7695584744582944
9887.5,-336.16859933460574,0.23741084711483482
9888.0,-339.7089689024526,1.8148231554187493
9888.5,-334.22669733973294,-1.79975511817592
9889.0,-342.6184908699223,-0.016212325911425723
9889.5,-337.05539417251237,2.793306163326215
9890.0,-345.1654262669358,2.011974253073021
9890.5,-336.56894401044616,0.26324157730658465
9891.0,-336.34486559530814,-3.00463681445546
9891.5,-338.0236469056982,-0.020939510095930314
9892.0,-338.1479380245568,2.7582375711200275
9892.5,-333.0337388766977,1.3214934086988557
9893.0,-344.5421093516,-2.180736431416421
9893.5,-349.6202115041273,2.7522750900199044
9894.0,-345.5870338505242,3.0733131667629934
9894.5,-334.37277894508225,-2.743741455466478
9895.0,-358.27650775133833,2.894437376898803
9895.5,-350.04428563872057,1.2932258056580466
9896.0,-336.3121040791393,0.797116408704895
9896.5,-344.26428837566306,0.7964151805353943
9897.0,-336.6849368103697,-1.5238653792475532
9897.5,-337.08709857654503,-1.6538304114544804
9898.0,-343.91603280360124,1.2002532211625392
9898.5,-338.6124012971469,-3.130720673786314
9899.0,-345.62970778349046,2.4744360531026826
9899.5,-334.6702854950598,1.6659349148943594
9900.0,-349.608424751492,-0.5276145854643246
9900.5,-334.89200949986434,2.934635166349556
9901.0,-342.54621029308856,-1.345038748965109
9901.5,-331.82244625316673,0.5215067037984872
9902.0,-348.6062348966869,-0.6618327506554728
9902.5,-342.38087804341274,-2.9428186299360046
9903.0,-337.9205276810483,-1.3166695547504643
9903.5,-332.1256687739387,1.6637227490068172
9904.0,-339.417089205313,0.43667187445176775
9904.5,-343.54119835458266,2.7638257675210465
9905.0,-335.06329809157444,-1.6865862066437987
9905.5,-348.3143794699329,-2.0164266024786484
9906.0,-331.46675026490647,-2.818578460413149
9906.5,-336.7812680384159,0.2830301251604438
9907.0,-332.02373127402063,-1.4706603517528865
9907.5,-333.90011679672733,1.6288293396074465
9908.0,-338.10628853779747,-0.3990385350348941
9908.5,-336.4067425283922,1.7712904044999123
9909.0,-338.73516222214454,-0.6135520569817515
9909.5,-345.09740807357394,-0.2348963555085056
9910.0,-334.0163094736164,0.7005312096854179
9910.5,-346.2338988861145,2.5377542434865306
9911.0,-342.7856635841249,-2.8351218976773933
9911.5,-341.57698892237124,-2.03684310270165
9912.0,-337.7570758049839,1.1383337072280584
9912.5,-344.9925313475581,1.897104982282855
9913.0,-338.714236769541,0.3566635816514603
9913.5,-339.36032689208196,-3.098572317719085
9914.0,-349.7683712303391,1.4119566860818522
9914.5,-358.68825196456544,0.2485225475585017
9915.0,-332.04875766834687,1.0632332758635945
9915.5,-333.3571900156835,-2.706005772633036
9916.0,-339.95185104995164,-1.1638245846212067
9916.5,-339.9719539001299,-1.9555467718560708
9917.0,-331.83876497389997,0.7723862542201766
9917.5,-345.92485229047446,-2.0599342200119217
9918.0,-358.1453107611153,1.929682710131792
9918.5,-341.75216957442444,-1.0464919269125161
9919.0,-336.3553479191678,-2.3909344574803812
9919.5,-332.8387773356958,-3.097461841435494
9920.0,-333.8319300172425,0.7083585951496245
9920.5,-346.8003636298104,-0.693563003654199
9921.0,-333.77899405567155,1.0113710265635436
9921.5,-338.32800404841873,0.7283976734648275
9922.0,-336.3832266999451,-0.6974544400119854
9922.5,-346.9792411811895,-1.9505824344603717
9923.0,-342.7903825275635,-0.8927067203783717
9923.5,-343.3743654296786,0.6279521916604563
9924.0,-342.0974539856963,-2.902224700528316
9924.5,-339.2801167093128,-0.7423414575053845
9925.0,-337.8750347150622,-2.2483137086177156
9925.5,-337.6769694704876,-0.8264037894133358
9926.0,-336.38397653135985,-2.8779927787587156
9926.5,-342.2967005589001,-1.90344034009353
9927.0,-335.9079944323003,1.2798774656903955
9927.5,-334.0787515099325,0.7356287979370743
9928.0,-337.94224111419345,0.4149311924356743
9928.5,-331.7454297924092,-1.5492127918406045
9929.0,-335.0262624342952,-2.7019126185197364
9929.5,-337.49505320197693,-2.2881728661249308
9930.0,-337.7975187685768,-1.6126504256582783
9930.5,-345.91869443369205,0.14538835254592952
9931.0,-340.225009660798,0.024722330334461435
9931.5,-331.06963421429464,0.04779928563422916
9932.0,-330.1528622742071,1.0937200727096472
9932.5,-336.4953339145245,1.3370086504376002
9933.0,-335.02995566870936,2.112026282758381
9933.5,-336.76033639520165,2.0212816308135655
9934.0,-344.7968819486738,2.0618990694869863
9934.5,-339.00590801226986,-3.120260677484254
9935.0,-339.19231945454845,0.6794102178936536
9935.5,-342.28786774147306,-0.19608131093415615
9936.0,-340.0266177558836,-1.1805568065894592
9936.5,-341.29090710751285,-0.996370943594256
9937.0,-337.3126424426174,1.6172022323335329
9937.5,-345.0417946754369,2.875685754244634
9938.0,-342.7850197672027,0.01344574368997521
9938.5,-337.37660446697765,-1.6286361723383158
9939.0,-350.0814279876798,0.3011600160651585
9939.5,-333.156835660719,-2.798681811852724
9940.0,-336.08375585631063,-0.23408662894995463
9940.5,-337.31383742734704,0.5616682287473159
9941.0,-336.08383267502114,2.596457983901405
9941.5,-336.46809287598114,-2.169470477085693
9942.0,-361.3899623432178,2.182481825908544
9942.5,-337.95855948144634,-1.4291545561920087
9943.0,-341.427607105593,-2.9649978047895935
9943.5,-336.93909577307284,-2.8036646301878765
9944.0,-345.09733280315027,-2.0604317617765657
9944.5,-345.5485565036804,1.9671684640024547
9945.0,-343.372492130914,-2.235499727106964
9945.5,-336.05966804238847,-2.302650442053869
9946.0,-342.6186024733578,2.1394131884002054
9946.5,-338.91334200099527,1.2434692401553713
9947.0,-335.6886234644777,-2.3006209842924537
9947.5,-332.9243174370353,-1.026876287048439
9948.0,-338.3394355058574,0.8943828485067067
9948.5,-342.3081526789221,2.66648394926247
9949.0,-339.0324318806367,-0.9194570815865013
9949.5,-336.5166542535201,-0.7766547157287967
9950.0,-340.879981890149,0.8041588796849922
9950.5,-343.7514687461205,2.224016627706847
9951.0,-342.132883928693,-1.3342375263765553
9951.5,-337.74151253486275,3.053453132913372
9952.0,-338.46842550299596,-1.3726703036511663
9952.5,-336.33513090012167,-2.8858050775589836
9953.0,-343.2195808836059,-0.23779027796635932
9953.5,-348.03072771831614,-1.00693063642137
9954.0,-342.66135006500855,2.772221634284538
9954.5,-344.7832794494128,0.11762235328898403
9955.0,-340.2237118434687,3.0068198105519106
9955.5,-340.3417054255443,-2.3720189360355115
9956.0,-349.45177796328517,-0.10821191741788765
9956.5,-333.399994928895,2.2477997567802084
9957.0,-343.71900047374544,-0.9878698726678194
9957.5,-339.05357651866154,-2.005605392204113
9958.0,-343.921180880286,1.6242540203130362
9958.5,-340.8795752173511,2.4799909560539946
9959.0,-347.8025277301865,-1.323363732150597
9959.5,-337.3595936165734,-2.0740794430853917
9960.0,-338.87570102439275,0.5679870918751122
9960.5,-340.0410404577584,-1.7523350282322463
9961.0,-339.2061869446911,0.7686539959317492
9961.5,-337.62923120898824,2.8369834022985057
9962.0,-339.41519997002206,-2.1197786725813135
9962.5,-338.05630748915155,1.7268567412601383
9963.0,-349.0610109480502,-0.0906482030573955
9963.5,-334.89309055158736,2.046350047842178
9964.0,-334.70866342178635,0.29142297598987277
9964.5,-340.169004765969,-2.188245959214922
9965.0,-341.7385189902027,-0.6232908672311371
9965.5,-336.19860906826284,-0.0542630516927136
9966.0,-352.03901933478795,1.0514935358424027
9966.5,-337.6867882547781,-1.081744253217961
9967.0,-347.5759167631584,2.8286862978840404
9967.5,-340.8176838294182,1.5018458181479575
9968.0,-340.9253111635926,0.9088674005215825
9968.5,-337.4461175032215,-3.037806538154811
9969.0,-339.8264355435925,-0.4052235195049865
9969.5,-337.06902071316256,0.6019484518071913
9970.0,-349.88650201135385,0.24458691473052474
9970.5,-347.0296837974518,-1.1853978314048204
9971.0,-340.9808899963725,1.469421270298357
9971.5,-343.61824728965166,2.5968038783380623
9972.0,-335.19655017315665,-1.6323334639652713
9972.5,-336.9841703739627,2.7334627111019767
9973.0,-340.3271787390184,-2.19804379595744
9973.5,-337.97179126544273,1.998189043452113
9974.0,-337.3453408608135,2.543454683940131
9974.5,-341.75162355839404,3.0141927117395353
9975.0,-342.4182131442638,2.349802135725437
9975.5,-341.03805214575345,-3.0209379752451673
9976.0,-349.84114936865456,2.627243421651069
9976.5,-339.9372746011292,3.0462062541427994
9977.0,-344.60883060873516,-0.7388642940342776
9977.5,-339.3944937612656,-2.7521419546045967
9978.0,-340.0074674366186,2.7103708720019886
9978.5,-332.4071816325829,2.45128409939625
9979.0,-348.8545010560335,0.2668939355460033
9979.5,-341.09299901426533,-1.3003470510938422
9980.0,-338.379818812177,2.0530188264756046
9980.5,-336.19797493622127,-2.9244577374843663
9981.0,-348.64441948511137,-0.12049849702952009
9981.5,-335.128194884291,1.421753856063224
9982.0,-342.1509648640964,-0.5332874789957552
9982.5,-338.26739731739957,-0.950840153877988
9983.0,-344.016074940899,0.8316618102578383
9983.5,-340.09444198794415,0.8557854188642576
9984.0,-344.2226771574245,-0.8332951613508246
9984.5,-344.8882755252842,-2.5307708637646944
9985.0,-336.9140128506383,1.1046592077914572
9985.5,-348.9852334565723,0.6422837354540104
9986.0,-340.14921482565353,-1.2284228329209645
9986.5,-337.7324195604476,-0.18151094661722322
9987.0,-347.8928964954115,-1.9261083156269478
9987.5,-342.3107289551875,2.383485861211719
9988.0,-349.6481489130949,1.7981855822245087
9988.5,-346.0831111106558,0.7939710754310885
9989.0,-344.84864798208764,1.9651816782511644
9989.5,-361.37900021966067,-2.4292019317524187
9990.0,-342.65314319787683,2.8919529978108542
9990.5,-352.0155718799535,-0.542533940122947
9991.0,-344.88912066960046,2.3773143847628515
9991.5,-345.60754129631044,1.5579491586323473
9992.0,-347.9801730946198,-2.472898614254495
9992.5,-343.529579016319,2.230928360186183
9993.0,-346.9108637711735,1.3149514606406743
9993.5,-345.3158921517817,-1.754977034211281
9994.0,-337.28658526854935,-2.0871899151617557
9994.5,-341.53420598241155,-2.6399235490161472
9995.0,-341.3208495557612,-0.865724677902312
9995.5,-348.0822018947239,2.412928183550041
9996.0,-335.0450837001216,-3.050228587728831
9996.5,-344.95294454591266,-2.9224447310360424
9997.0,-338.6672847393463,0.0041626967211262
9997.5,-346.4136368727594,2.0471685237061052
9998.0,-349.47751633049893,-2.0367377531403394
9998.5,-353.2938484665983,-1.435229776489808
9999.0,-341.5793102897278,-3.021830867120021
9999.5,-342.67460365750924,1.7062069113668061
10000.0,-343.30345629396993,0.2044695710311076
10000.5,-349.64426662315077,2.9203811907050627
10001.0,-343.84890564057827,1.203705390305307
10001.5,-350.8283598756205,-2.794102003068423
10002.0,-341.01140258139657,3.0789752985210623
10002.5,-339.479514667839,2.7456350162883485
10003.0,-339.112839642768,0.3045145848657427
10003.5,-340.0378004674522,-2.241704733677502
10004.0,-348.593235548028,1.279152279599937
10004.5,-352.7339939097831,2.3096639053230312
10005.0,-334.2301015676781,-2.082961597351969
10005.5,-335.7670310924047,-1.4909016220995253
10006.0,-338.81695810480664,-0.9748241209246788
10006.5,-337.18589382939626,-2.9363980359496997
10007.0,-354.8280278757678,1.0723686996286306
10007.5,-332.40654536666176,1.6567143446324226
10008.0,-344.4013123846984,-1.144949787567273
10008.5,-342.1061970927827,-1.0167070550359
10009.0,-342.40846975465155,-0.28426786922739594
10009.5,-335.3564466721678,-1.8574626853959977
10010.0,-350.7548699432788,-3.089508483386451
10010.5,-350.9309378629666,0.0133199902642764
10011.0,-344.2106327037805,0.09194762406272902
10011.5,-341.902900836815,-1.7507793058444496
10012.0,-336.72628742719127,-1.8685259509464875
10012.5,-343.3731579194867,-2.79416397500645
10013.0,-343.3881390788102,-3.048307831627308
10013.5,-344.45144236520605,-2.690297257030971
10014.0,-335.22433010866234,0.6937801559911982
10014.5,-349.79973425024775,2.6217362858107847
10015.0,-335.9041789901735,-0.5292647355109961
10015.5,-349.8857842141678,-2.5286432038165256
10016.0,-342.6473271783755,-2.9514574604732124
10016.5,-338.02864657421674,-1.7152427571084288
10017.0,-340.43557119602093,2.483357714645608
10017.5,-346.9027138935812,1.8282610671463635
10018.0,-349.96515568253733,-2.6950838534588533
10018.5,-342.6931787844757,1.8290043371286666
10019.0,-345.13522265409193,2.1602425402884458
10019.5,-342.4956931160891,0.3817885946733244
10020.0,-345.1151819251403,1.916988190723313
10020.5,-351.51900501875673,0.9190659604620082
10021.0,-336.0379806937931,-0.07725827648026513
10021.5,-345.03147989259344,-0.6091953152187384
10022.0,-348.83006403135096,1.6393416997080508
10022.5,-347.56113607072064,0.16843674518720095
10023.0,-341.71708661976305,-2.4992628444887117
10023.5,-340.6688179064748,-2.473198510546841
10024.0,-350.7292496547805,-3.0274096551019007
10024.5,-340.7171092924832,2.1840672142132553
10025.0,-339.12117580239556,1.7797744470855872
10025.5,-340.4495441334857,-1.4379680492930134
10026.0,-334.151729235006,-2.7700723897206925
10026.5,-339.3069862779683,0.8497319913331528
10027.0,-352.4820048199896,-3.138847070831923
10027.5,-345.24814480477414,-2.024127110636446
10028.0,-344.19054941042225,1.6162441757205144
10028.5,-360.1423580861808,-1.457532936876991
10029.0,-339.4639932981074,3.0320115120456643
10029.5,-346.16596809612133,0.5376620944958179
10030.0,-341.36163393970725,1.4697063669767871
10030.5,-346.6165413621669,2.13515093333904
10031.0,-344.9582686511274,-1.1235898086792635
10031.5,-341.87951075755853,-0.426343642830955
10032.0,-345.6778593679508,-0.11084073013612677
10032.5,-343.01865290766864,-0.954744684296361
10033.0,-342.93727059058926,2.0484345373461856
10033.5,-338.405874086528,-2.424237913042968
10034.0,-340.130641576994,0.7046327829154647
10034.5,-345.22002506647823,-2.78674219987896
10035.0,-339.0929195346783,0.5129481670400108
10035.5,-341.4963391421377,-0.7180360785594299
10036.0,-345.3257113461214,-1.0536725747810325
10036.5,-337.5330132832406,1.635767779216468
10037.0,-344.5238270739884,2.884913008341479
10037.5,-338.90595207155525,2.856953468400153
10038.0,-346.3788747961457,-2.3262618344108588
10038.5,-349.7032967036443,1.4633662478849836
10039.0,-337.9044295481806,-1.7240011889095779
10039.5,-342.08525969463386,-2.9091462117615934
10040.0,-338.6557570976941,-1.287830046285024
10040.5,-340.89148279914866,1.1948250645103635
10041.0,-340.31324765881345,1.1882913625682023
10041.5,-340.89786521451543,-2.477449901795483
10042.0,-343.1974406964164,-0.6825870687868046
10042.5,-342.80948840221254,-1.3944952385710891
10043.0,-345.8124015633797,-0.24107037705022222
10043.5,-339.5734825197994,-2.311327649179819
10044.0,-352.2884660347835,0.2476083128816254
10044.5,-344.9996280783939,1.3189483559037951
10045.0,-342.3634062645718,0.3934824347816282
10045.5,-340.9469111308165,0.7915427976458765
10046.0,-348.14147034277016,-0.4023441911634835
10046.5,-341.1795208803685,0.5065244660924136
10047.0,-346.32421428497565,-2.4883938405857373
10047.5,-341.65897263104847,0.23580130526991216
10048.0,-339.4901859594475,0.5021929937954864
10048.5,-337.5310407111641,-2.0221822105058567
10049.0,-343.2941092605041,0.5512214097329892
10049.5,-342.21374857091774,-1.9397893342367727
10050.0,-346.94748143465654,-2.273111843629402
10050.5,-333.51846623996676,0.1542627768447201
10051.0,-336.48729816331627,-2.296306372773581
10051.5,-341.4881089593566,-2.770061218578701
10052.0,-342.46031636676173,-1.1197642161231824
10052.5,-345.29344645404944,1.9710082452065418
10053.0,-345.12488924554276,-0.22265685154206485
10053.5,-340.8063739711986,1.7546491319659696
10054.0,-341.75013101905336,-2.615337142184193
10054.5,-342.58989548454116,1.6038367744307815
10055.0,-349.93675572430647,-0.9548644246225683
10055.5,-345.4163926674972,-2.8349393282021715
10056.0,-343.2646420199876,1.7192037321796403
10056.5,-340.53742583570687,1.7817628111663508
10057.0,-340.50807914219354,-1.628595395467938
10057.5,-343.17313073603094,1.5544833670907972
10058.0,-352.40848922762774,1.4884409535475254
10058.5,-349.8934663636874,-2.0060779805725626
10059.0,-339.25710376511546,2.6246827629140523
10059.5,-343.677254521857,2.186000185341725
10060.0,-340.2856917595435,-2.828255213959462
10060.5,-341.84378707185084,-2.0800974522706834
10061.0,-343.9071897861636,-0.9681446500025721
10061.5,-340.6735429114071,-0.46891615663984804
10062.0,-345.728385110273,-0.889919129586864
10062.5,-347.5536143770933,1.3625700461046792
10063.0,-340.621611196186,1.9630125559017126
10063.5,-344.74438198524365,-0.39247035220346016
10064.0,-336.86139300558915,1.6058444096037723
10064.5,-344.1006797602335,-1.90581661144835
10065.0,-339.668356582523,-2.179286338567166
10065.5,-337.63126955007067,1.993524889422425
10066.0,-340.36748161106914,-2.102374121671965
10066.5,-352.6678918923804,-0.08813744133845539
10067.0,-339.16578592897486,0.18728721109664487
10067.5,-338.69213017453995,2.0911705564790917
10068.0,-334.23989729244954,0.14574737914907515
10068.5,-341.7637719105593,-1.2646936114807068
10069.0,-344.7886597568122,1.869310696449653
10069.5,-342.54163165820773,0.9255435493001989
10070.0,-336.04230747584904,-0.20302774736545262
10070.5,-340.5715867186438,-2.0000280453385106
10071.0,-336.70111425201384,1.4854677775591116
10071.5,-343.35118936698444,1.7722782547649174
10072.0,-342.1391668146748,-1.6553431720210923
10072.5,-364.1779624415802,-2.846719023162983
10073.0,-340.92515186576657,-0.02358095074679769
10073.5,-340.367690785605,1.5636629043490107
10074.0,-341.0801126533317,2.846492917867027
10074.5,-342.66834023006004,0.9131856211533435
10075.0,-338.12287519294716,1.8086586449705262
10075.5,-340.2174726122161,1.1655276128358043
10076.0,-342.0526056038897,1.5511642378435047
10076.5,-340.2341623843922,0.910538489853283
10077.0,-340.44990481448116,1.9993872757106343
10077.5,-341.9645138682864,-0.037047791847032274
10078.0,-348.3925288901748,0.5569602043710706
10078.5,-346.4961941260378,2.701377020383018
10079.0,-346.86121871164346,-0.6062884574816105
10079.5,-342.6755169260109,-0.01253278014589244
10080.0,-340.2217363664589,-2.74744682325071
10080.5,-345.4179300023494,0.6151722330164491
10081.0,-339.87468667468846,-2.400762531000161
10081.5,-339.3773292485244,-2.9461595421286133
10082.0,-372.3158152873136,2.1556332512626546
10082.5,-349.4377802738316,-1.0906131979682014
10083.0,-350.31828671986375,-0.9166784527258209
10083.5,-345.21891337523954,-1.7792670195249822
10084.0,-337.2686566815094,-0.4762268310161625
10084.5,-338.75945791763104,0.5882851904143754
10085.0,-339.97211964282457,1.1410229360357043
10085.5,-338.9466634229575,0.9339961385967732
10086.0,-336.06175219509686,-0.6310713587727284
10086.5,-341.19661454734216,-0.25714667939331287
10087.0,-340.07274012241976,1.2921242424151258
10087.5,-335.5618871731916,0.17965839962971294
10088.0,-346.1045613916333,3.083615804340326
10088.5,-333.95451958340175,2.795374314091448
10089.0,-343.98413976917305,-2.1250075428320185
10089.5,-343.804206144138,-0.015713270921578697
10090.0,-339.2286017155566,0.3734780592001877
10090.5,-343.76101705660517,-1.5114270445162457
10091.0,-333.64604944914197,-1.550448196134955
10091.5,-342.9012724772132,-1.0810715045598625
10092.0,-339.1843538457771,1.7651257131398106
10092.5,-352.6953784019875,-0.6655026613326377
10093.0,-345.8241188677533,0.7741054327590107
10093.5,-338.0085818221601,-0.2647369180118153
10094.0,-340.44736033001595,-1.6946594357973677
10094.5,-343.8524887211365,0.17482866270480263
10095.0,-340.89145699086896,2.7625658987104007
10095.5,-342.884780347512,0.3261786216155161
10096.0,-334.7220705313785,-0.4254242784468715
10096.5,-341.48528849252756,2.318515926204848
10097.0,-340.11043578077357,-0.16674092781234037
10097.5,-343.0889131454773,0.5299327627696302
10098.0,-338.98597121707735,0.8328972895529351
10098.5,-347.17744172112896,0.6895790743942077
10099.0,-339.8144021968801,-1.4320892706545547
10099.5,-336.12356085640977,-2.0386568903581255
10100.0,-342.28066682545295,0.4915189804415726
10100.5,-349.04182932753884,3.045443760584845
10101.0,-347.6275671946323,2.980946067609883
