Frequency_Hz,Magnitude_dBFS,Phase_rad
178.0,-26.390891834783105,0.3268442271190895
178.5,-20.24675386002135,1.361345879760293
179.0,-10.488232271828897,2.211507073985642
179.5,-5.517578687011767,1.709238352821894
180.0,-9.021846480772384,2.0348059168257766
180.5,-12.407304242703397,2.38157037346694
181.0,-16.77444259280732,0.28039501360546676
181.5,-10.395678096503008,3.1135953853032188
182.0,-8.776453173648726,2.6485800134942963
182.5,-11.964886169973685,1.7588692343637204
183.0,-8.062557249509009,-0.5029566473940829
183.5,-5.145739932154338,2.2086656584066167
184.0,-11.96331353060802,-1.405631701274328
184.5,-19.67544702476769,-2.420650539051378
185.0,-11.87223198609102,-0.5971745213348155
185.5,-9.223832250786046,1.4823042060754898
186.0,-23.298705623092836,-0.16056112969711758
186.5,-13.2580579297724,0.39525137322840675
187.0,-12.31945793195472,1.4086532938096499
187.5,-9.537551278686552,-2.328686955008194
188.0,-8.959490215413984,-1.645582639097471
188.5,-8.290272830594427,-2.338996585558212
189.0,-14.3126906191183,1.0390286287826695
189.5,-8.931627640158897,2.1588375228286814
190.0,-15.807931511226164,0.35649303913150066
190.5,-18.32440246024116,2.5494456815033444
191.0,-17.546808947021777,2.1395598742520328
191.5,-8.638042376701016,-0.5667449060331557
192.0,-10.35568283541988,-1.1976873237359658
192.5,-15.96588524330256,1.9774372646922038
193.0,-22.96957478484329,-1.5521476692826905
193.5,-22.70304012013204,0.11404145552949238
194.0,-14.26443842290242,1.541547531564627
194.5,-10.46331365803673,-0.07786049478105353
195.0,-17.507118806079458,0.3024618516695522
195.5,-24.613131932047626,1.1929509417535462
196.0,-6.457178887575434,-1.30869330671538
196.5,-9.600909972574383,2.9774843443543775
197.0,-9.992738433264938,-2.23925988054485
197.5,-18.516853096367104,-1.792615273285444
198.0,-11.691962934732212,0.7394937040633917
198.5,-8.230392569000358,2.356189718754688
199.0,-16.07573500076629,-2.810068509580488
199.5,-11.68235254528659,-1.7343758537624498
200.0,-11.83269452417333,2.599911177213057
200.5,-12.846809829902963,1.2808035443730446
201.0,-16.272545180127118,-0.7199193522560724
201.5,-28.115585075608713,0.8385236584834026
202.0,-13.969415170656479,-1.3461686391196908
202.5,-13.485051424122771,-1.4975114357195236
203.0,-11.879317076218378,2.8729481681905584
203.5,-12.466407736335333,0.3254041516849985
204.0,-10.187985824892625,0.9373452516045561
204.5,-15.732504316773571,0.07810884020168425
205.0,-23.885804786900984,2.781945595192053
205.5,-8.296964646973816,-2.595662224216657
206.0,-8.728002459928831,-0.11161989266170866
206.5,-5.042070055570468,-0.1862588548218022
207.0,-11.6843708903241,-0.9463547498594601
207.5,-12.148010852775968,-0.28256931806926827
208.0,-11.880301383776805,2.7139071161822135
208.5,-12.286109077830998,-2.560289346144653
209.0,-23.299706537166877,0.9456958768233683
209.5,-12.276471424746923,2.308363305757745
210.0,-14.751259315998036,1.6623067395494058
210.5,-20.189818392233796,0.10767738776679202
211.0,-11.794805344872747,-2.4500935494958944
211.5,-10.14105771187799,1.6143959316431953
212.0,-12.61037512598329,0.8562045656085417
212.5,-11.274603771030682,-0.41178836118384776
213.0,-19.750400105051135,-2.512860861499899
213.5,-8.379245883274361,-0.9772574449501786
214.0,-14.347146944675185,0.27160959271958474
