run_id,stim_id,stim_type,Frequency_Hz,MagL_dBFS,MagR_dBFS,MagMono_dBFS,MagSide_dBFS,PhaseL_rad,PhaseR_rad,IPD_rad,NearCenterBand,monauralCue_dB
20260225_154659,melody_1,melody,0.0,-53.70331085381319,-53.709082964353605,-53.70619642960949,-123.27639001024578,3.141592653589793,3.141592653589793,0.0,0,0.0
20260225_154659,melody_1,melody,0.4166666666666667,-59.11707990887301,-59.12487880747466,-59.120978486106274,-126.06113814631213,-0.890414253197533,-0.8904689071381967,-5.46539406637292e-05,0,0.0
20260225_154659,melody_1,melody,0.8333333333333334,-60.192932750860294,-60.19381735861831,-60.19337549746823,-129.8943360042523,0.8418799671581809,0.8425266051271625,0.0006466379689815671,0,0.0
20260225_154659,melody_1,melody,1.25,-58.81719503270933,-58.8164218352418,-58.81680880101521,-129.34855017312105,-1.3517436359454493,-1.3511554351716024,0.0005882007738469142,0,0.0
20260225_154659,melody_1,melody,1.6666666666666667,-55.940162627748094,-55.94102984905621,-55.9405962528891,-136.73935834322992,1.7748000877582262,1.7746474067110138,-0.000152681047212333,0,0.0
20260225_154659,melody_1,melody,2.0833333333333335,-55.05341766751855,-55.04569776243407,-55.04955698337456,-121.49861536201922,-1.8900261552682627,-1.8903669074723843,-0.00034075220412166374,0,0.0
20260225_154659,melody_1,melody,2.5,-54.036530898902704,-54.03256245247387,-54.03454667189955,-123.88517529609281,1.204945425612754,1.2044923762850652,-0.00045304932768885925,0,0.0
20260225_154659,melody_1,melody,2.916666666666667,-55.270448248691736,-55.273399805123596,-55.27192391528278,-130.21594734216177,-1.95486036339593,-1.954972883814264,-0.00011252041833387239,0,0.0
20260225_154659,melody_1,melody,3.3333333333333335,-58.51361443408018,-58.51635957317445,-58.5149880870962,-123.75217346571189,1.3195939217909347,1.3206416797072673,0.0010477579163326034,0,0.0
20260225_154659,melody_1,melody,3.75,-66.10457836429799,-66.11471473339533,-66.10964507105251,-130.78641949949392,-2.9569579692223624,-2.9569301667732755,2.7802449086955505e-05,0,0.0
20260225_154659,melody_1,melody,4.166666666666667,-61.47000633310937,-61.476683880070475,-61.473344923389284,-127.43650245514388,-1.704293040056109,-1.7036432014214553,0.0006498386346536211,0,0.0
