Frequency (Hz),Window1 Gain,Window2 Gain
1356.0,4.359100875433306e-53,4.359100875433306e-53
1356.5,3.7862573176777147e-53,3.7862573176777147e-53
1357.0,3.288422435856351e-53,3.288422435856351e-53
1357.5,2.855810262857509e-53,2.855810262857509e-53
1358.0,2.479906847913425e-53,2.479906847913425e-53
1358.5,2.1533055323037233e-53,2.1533055323037233e-53
1359.0,1.8695634759636845e-53,1.8695634759636845e-53
1359.5,1.623076703944061e-53,1.623076703944061e-53
1360.0,1.408971291287234e-53,1.408971291287234e-53
1360.5,1.2230086099212707e-53,1.2230086099212707e-53
1361.0,1.0615028272927674e-53,1.0615028272927674e-53
1361.5,9.21249078604495e-54,9.21249078604495e-54
1362.0,7.994609370171296e-54,7.994609370171296e-54
1362.5,6.937159827862751e-54,6.937159827862751e-54
1363.0,6.019084263326294e-54,6.019084263326294e-54
1363.5,5.222078745605263e-54,5.222078745605263e-54
1364.0,4.5302344686090086e-54,4.5302344686090086e-54
1364.5,3.9297254935122493e-54,3.9297254935122493e-54
1365.0,3.408537049323579e-54,3.408537049323579e-54
1365.5,2.9562291435123623e-54,2.9562291435123623e-54
1366.0,2.5637309110804932e-54,2.5637309110804932e-54
1366.5,2.22316172009476e-54,2.22316172009476e-54
1367.0,1.927675565574343e-54,1.927675565574343e-54
1367.5,1.6713257314427626e-54,1.6713257314427626e-54
1368.0,1.448947090470395e-54,1.448947090470395e-54
1368.5,1.2560537521286967e-54,1.2560537521286967e-54
1369.0,1.0887500644881987e-54,1.0887500644881987e-54
1369.5,9.436532343389442e-55,9.436532343389442e-55
1370.0,8.178260544884804e-55,8.178260544884804e-55
1370.5,7.087184229751645e-55,7.087184229751645e-55
1371.0,6.1411650944535295e-55,6.1411650944535295e-55
1371.5,5.320985724351671e-55,5.320985724351671e-55
1372.0,4.6099656059964636e-55,4.6099656059964636e-55
1372.5,3.9936274351760736e-55,3.9936274351760736e-55
1373.0,3.459407157202906e-55,3.459407157202906e-55
1373.5,2.996402029240911e-55,2.996402029240911e-55
1374.0,2.5951517372777546e-55,2.5951517372777546e-55
1374.5,2.2474482468892332e-55,2.2474482468892332e-55
1375.0,1.9461706296499904e-55,1.9461706296499904e-55
1375.5,1.6851415967500746e-55,1.6851415967500746e-55
1376.0,1.4590028975080485e-55,1.4590028975080485e-55
1376.5,1.2631071112583691e-55,1.2631071112583691e-55
1377.0,1.0934236836861018e-55,1.0934236836861018e-55
1377.5,9.464573393309236e-56,9.464573393309236e-56
1378.0,8.19177246115535e-56,8.19177246115535e-56
1378.5,7.089555201053051e-56,7.089555201053051e-56
1379.0,6.135138433964369e-56,6.135138433964369e-56
1379.5,5.308771286506578e-56,5.308771286506578e-56
1380.0,4.593333034686178e-56,4.593333034686178e-56
1380.5,3.9739840924402604e-56,3.9739840924402604e-56
1381.0,3.437863147349469e-56,3.437863147349469e-56
1381.5,2.9738243638934033e-56,2.9738243638934033e-56
1382.0,2.572209372642415e-56,2.572209372642415e-56
1382.5,2.2246494574425892e-56,2.2246494574425892e-56
1383.0,1.9238939555470783e-56,1.9238939555470783e-56
1383.5,1.6636614096108608e-56,1.6636614096108608e-56
1384.0,1.438510465793183e-56,1.438510465793183e-56
1384.5,1.243727907857943e-56,1.243727907857943e-56
1385.0,1.0752315609221794e-56,1.0752315609221794e-56
1385.5,9.294860971550819e-57,9.294860971550819e-57
1386.0,8.034300351706055e-57,8.034300351706055e-57
1386.5,6.944124502175693e-57,6.944124502175693e-57
1387.0,6.001381080078389e-57,6.001381080078389e-57
1387.5,5.186199050203591e-57,5.186199050203591e-57
1388.0,4.481376457446829e-57,4.481376457446829e-57
1388.5,3.872023155177283e-57,3.872023155177283e-57
1389.0,3.34525118909824e-57,3.34525118909824e-57
1389.5,2.889906502485512e-57,2.889906502485512e-57
1390.0,2.4963364675605012e-57,2.4963364675605012e-57
1390.5,2.156188475941907e-57,2.156188475941907e-57
1391.0,1.8622354531571252e-57,1.8622354531571252e-57
1391.5,1.6082247107396595e-57,1.6082247107396595e-57
1392.0,1.3887470254774723e-57,1.3887470254774723e-57
1392.5,1.1991232484590661e-57,1.1991232484590661e-57
1393.0,1.035306104983721e-57,1.035306104983721e-57
1393.5,8.937951573685479e-58,8.937951573685479e-58
1394.0,7.715631724558295e-58,7.715631724558295e-58
1394.5,6.659923696370224e-58,6.659923696370224e-58
1395.0,5.748192281888664e-58,5.748192281888664e-58
1395.5,4.960867087615013e-58,4.960867087615013e-58
1396.0,4.281028965292285e-58,4.281028965292285e-58
1396.5,3.694052059049098e-58,3.694052059049098e-58
1397.0,3.187294015124564e-58,3.187294015124564e-58
1397.5,2.749827896389441e-58,2.749827896389441e-58
1398.0,2.3722102067138463e-58,2.3722102067138463e-58
1398.5,2.046280178195848e-58,2.046280178195848e-58
1399.0,1.764986122591376e-58,1.764986122591376e-58
1399.5,1.5222352101983663e-58,1.5222352101983663e-58
1400.0,1.3127635264276774e-58,1.3127635264276774e-58
1400.5,1.1320236782944608e-58,1.1320236782944608e-58
1401.0,9.76087588724309e-59,9.76087588724309e-59
1401.5,8.415624333858918e-59,8.415624333858918e-59
1402.0,7.255179492354432e-59,7.255179492354432e-59
1402.5,6.254235817281812e-59,6.254235817281812e-59
1403.0,5.390941436076065e-59,5.390941436076065e-59
1403.5,4.646428365682653e-59,4.646428365682653e-59
1404.0,4.004406415778695e-59,4.004406415778695e-59
1404.5,3.450812174298118e-59,3.450812174298118e-59
1405.0,2.973505629435401e-59,2.973505629435401e-59
1405.5,2.5620079853279393e-59,2.5620079853279393e-59
1406.0,2.2072750970062562e-59,2.2072750970062562e-59
1406.5,1.9015017019433661e-59,1.9015017019433661e-59
1407.0,1.637952276262105e-59,1.637952276262105e-59
1407.5,1.4108149068801636e-59,1.4108149068801636e-59
1408.0,1.2150750583277207e-59,1.2150750583277207e-59
1408.5,1.0464065348084064e-59,1.0464065348084064e-59
1409.0,9.010773030975644e-60,9.010773030975644e-60
1409.5,7.758681577079624e-60,7.758681577079624e-60
1410.0,6.680024830024964e-60,6.680024830024964e-60
1410.5,5.750856033245053e-60,5.750856033245053e-60
1411.0,4.95052416697237e-60,4.95052416697237e-60
1411.5,4.2612218451246763e-60,4.2612218451246763e-60
1412.0,3.667595025965079e-60,3.667595025965079e-60
1412.5,3.156406113297436e-60,3.156406113297436e-60
1413.0,2.716243168898891e-60,2.716243168898891e-60
1413.5,2.3372689459979505e-60,2.3372689459979505e-60
1414.0,2.0110043087820723e-60,2.0110043087820723e-60
1414.5,1.7301413422228724e-60,1.7301413422228724e-60
1415.0,1.4883820955870324e-60,1.4883820955870324e-60
1415.5,1.2802994554058187e-60,1.2802994554058187e-60
1416.0,1.101217121107232e-60,1.101217121107232e-60
1416.5,9.471060691231378e-61,9.471060691231378e-61
1417.0,8.144952478369146e-61,8.144952478369146e-61
1417.5,7.00394553821748e-61,7.00394553821748e-61
1418.0,6.022284060070222e-61,6.022284060070222e-61
1418.5,5.1777846437387156e-61,5.1777846437387156e-61
1419.0,4.4513423843627905e-61,4.4513423843627905e-61
1419.5,3.8265050235745814e-61,3.8265050235745814e-61
1420.0,3.2891058175812077e-61,3.2891058175812077e-61
1420.5,2.826947052680207e-61,2.826947052680207e-61
1421.0,2.429527244042952e-61,2.429527244042952e-61
1421.5,2.0878060080209613e-61,2.0878060080209613e-61
1422.0,1.794001422290458e-61,1.794001422290458e-61
1422.5,1.54141539959275e-61,1.54141539959275e-61
1423.0,1.3242832149897187e-61,1.3242832149897187e-61
1423.5,1.1376438566961396e-61,1.1376438566961396e-61
1424.0,9.772283281218841e-62,9.772283281218841e-62
1424.5,8.393634236660818e-62,8.393634236660818e-62
1425.0,7.208888415979302e-62,7.208888415979302e-62
1425.5,6.190857914296805e-62,6.190857914296805e-62
1426.0,5.316155069190037e-62,5.316155069190037e-62
1426.5,4.564662947451368e-62,4.564662947451368e-62
1427.0,3.919079377510243e-62,3.919079377510243e-62
1427.5,3.3645243454345083e-62,3.3645243454345083e-62
1428.0,2.88820197751106e-62,2.88820197751106e-62
1428.5,2.4791095442199817e-62,2.4791095442199817e-62
1429.0,2.1277869654745636e-62,2.1277869654745636e-62
1429.5,1.8261011981644669e-62,1.8261011981644669e-62
1430.0,1.5670606640647519e-62,1.5670606640647519e-62
1430.5,1.344655546093597e-62,1.344655546093597e-62
1431.0,1.1537203584418522e-62,1.1537203584418522e-62
1431.5,9.898156939457397e-63,9.898156939457397e-63
1432.0,8.491264811952204e-63,8.491264811952204e-63
1432.5,7.283744537189859e-63,7.283744537189859e-63
1433.0,6.247428523234845e-63,6.247428523234845e-63
1433.5,5.358116563274427e-63,5.358116563274427e-63
1434.0,4.595018760999821e-63,4.595018760999821e-63
1434.5,3.9402764321804415e-63,3.9402764321804415e-63
1435.0,3.378550102270288e-63,3.378550102270288e-63
1435.5,2.896665233162498e-63,2.896665233162498e-63
1436.0,2.483307615688505e-63,2.483307615688505e-63
1436.5,2.1287614871312794e-63,2.1287614871312794e-63
1437.0,1.8246843998921517e-63,1.8246843998921517e-63
1437.5,1.5639137000653995e-63,1.5639137000653995e-63
1438.0,1.340300191615776e-63,1.340300191615776e-63
1438.5,1.1485651791388071e-63,1.1485651791388071e-63
1439.0,9.841776136222621e-64,9.841776136222621e-64
1439.5,8.432485231172263e-64,8.432485231172263e-64
1440.0,7.224403040246058e-64,7.224403040246058e-64
1440.5,6.188887876485139e-64,6.188887876485139e-64
1441.0,5.3013628837618735e-64,5.3013628837618735e-64
1441.5,4.5407409087639436e-64,4.5407409087639436e-64
1442.0,3.888930497193239e-64,3.888930497193239e-64
1442.5,3.330411606800749e-64,3.330411606800749e-64
1443.0,2.8518712289058783e-64,2.8518712289058783e-64
1443.5,2.4418904856413735e-64,2.4418904856413735e-64
1444.0,2.09067595345209e-64,2.09067595345209e-64
1444.5,1.78982898114186e-64,1.78982898114186e-64
1445.0,1.532147646101949e-64,1.532147646101949e-64
1445.5,1.311456745122803e-64,1.311456745122803e-64
1446.0,1.1224618635018942e-64,1.1224618635018942e-64
1446.5,9.606241227417705e-65,9.606241227417705e-65
1447.0,8.220526856562015e-65,8.220526856562015e-65
1447.5,7.034125090851117e-65,7.034125090851117e-65
1448.0,6.01845188049507e-65,6.01845188049507e-65
1448.5,5.149010391372119e-65,5.149010391372119e-65
1449.0,4.4048083215472814e-65,4.4048083215472814e-65
1449.5,3.767858035930129e-65,3.767858035930129e-65
1450.0,3.222747783835461e-65,3.222747783835461e-65
1450.5,2.756273921958777e-65,2.756273921958777e-65
1451.0,2.3571254895688954e-65,2.3571254895688954e-65
1451.5,2.0156137063461814e-65,2.0156137063461814e-65
1452.0,1.7234400144227547e-65,1.7234400144227547e-65
1452.5,1.4734971890610715e-65,1.4734971890610715e-65
1453.0,1.2596988178788849e-65,1.2596988178788849e-65
1453.5,1.0768331145142132e-65,1.0768331145142132e-65
1454.0,9.20437604535048e-66,9.20437604535048e-66
1454.5,7.866917124802781e-66,7.866917124802781e-66
1455.0,6.72324700558688e-66,6.72324700558688e-66
1455.5,5.745367715230481e-66,5.745367715230481e-66
1456.0,4.909314589856821e-66,4.909314589856821e-66
1456.5,4.194576951829089e-66,4.194576951829089e-66
1457.0,3.5836017514191914e-66,3.5836017514191914e-66
1457.5,3.061368326915053e-66,3.061368326915053e-66
1458.0,2.615024123775927e-66,2.615024123775927e-66
1458.5,2.2335726603401853e-66,2.2335726603401853e-66
1459.0,1.9076062690525736e-66,1.9076062690525736e-66
1459.5,1.6290772072806598e-66,1.6290772072806598e-66
1460.0,1.3911016455108065e-66,1.3911016455108065e-66
1460.5,1.1877918245004353e-66,1.1877918245004353e-66
1461.0,1.0141123452382096e-66,1.0141123452382096e-66
1461.5,8.657571321411985e-67,8.657571321411985e-67
1462.0,7.390441043787983e-67,7.390441043787983e-67
1462.5,6.308250142182684e-67,6.308250142182684e-67
1463.0,5.384082748430588e-67,5.384082748430588e-67
1463.5,4.5949291179396934e-67,4.5949291179396934e-67
1464.0,3.921120394002737e-67,3.921120394002737e-67
1464.5,3.345844926309036e-67,3.345844926309036e-67
1465.0,2.8547344113586508e-67,2.8547344113586508e-67
1465.5,2.4355098052549727e-67,2.4355098052549727e-67
1466.0,2.0776784014936566e-67,2.0776784014936566e-67
1466.5,1.772274702175198e-67,1.772274702175198e-67
1467.0,1.5116387699756328e-67,1.5116387699756328e-67
1467.5,1.2892266554655942e-67,1.2892266554655942e-67
1468.0,1.0994482716227762e-67,1.0994482716227762e-67
1468.5,9.375287532073244e-68,9.375287532073244e-68
1469.0,7.993899089928112e-68,7.993899089928112e-68
1469.5,6.815488633226749e-68,6.815488633226749e-68
1470.0,5.810314018040324e-68,5.810314018040324e-68
1470.5,4.952978941965525e-68,4.952978941965525e-68
1471.0,4.221799743123385e-68,4.221799743123385e-68
1471.5,3.5982641938849528e-68,3.5982641938849528e-68
1472.0,3.06656896254734e-68,3.06656896254734e-68
1472.5,2.6132243411114705e-68,2.6132243411114705e-68
1473.0,2.226716485029464e-68,2.226716485029464e-68
1473.5,1.8972188210892306e-68,1.8972188210892306e-68
1474.0,1.6163454866011713e-68,1.6163454866011713e-68
1474.5,1.3769406959562927e-68,1.3769406959562927e-68
1475.0,1.1728988144839718e-68,1.1728988144839718e-68
1475.5,9.990106757846058e-69,9.990106757846058e-69
1476.0,8.508323257227856e-69,8.508323257227856e-69
1476.5,7.245729297705238e-69,7.245729297705238e-69
1477.0,6.169990538607115e-69,6.169990538607115e-69
1477.5,5.253529338884752e-69,5.253529338884752e-69
1478.0,4.472826953581744e-69,4.472826953581744e-69
1478.5,3.8078278087961865e-69,3.8078278087961865e-69
1479.0,3.241430965067214e-69,3.241430965067214e-69
1479.5,2.759056044866733e-69,2.759056044866733e-69
1480.0,2.3482727515341974e-69,2.3482727515341974e-69
1480.5,1.998484689974371e-69,1.998484689974371e-69
1481.0,1.7006595526220876e-69,1.7006595526220876e-69
1481.5,1.447098890814726e-69,1.447098890814726e-69
1482.0,1.231241680279336e-69,1.231241680279336e-69
1482.5,1.0474967342779849e-69,1.0474967342779849e-69
1483.0,8.910997399040292e-70,8.910997399040292e-70
1483.5,7.579913099031127e-70,7.579913099031127e-70
1484.0,6.447129694552863e-70,6.447129694552863e-70
1484.5,5.483184476339933e-70,5.483184476339933e-70
1485.0,4.662980279124774e-70,4.662980279124774e-70
1485.5,3.965140406497862e-70,3.965140406497862e-70
1486.0,3.371458611170502e-70,3.371458611170502e-70
1486.5,2.866430162908059e-70,2.866430162908059e-70
1487.0,2.4368520830575794e-70,2.4368520830575794e-70
1487.5,2.071482372218299e-70,2.071482372218299e-70
1488.0,1.760749549759466e-70,1.760749549759466e-70
1488.5,1.496505097806906e-70,1.496505097806906e-70
1489.0,1.2718124898367348e-70,1.2718124898367348e-70
1489.5,1.0807674123174383e-70,1.0807674123174383e-70
1490.0,9.183445801770318e-71,9.183445801770318e-71
1490.5,7.802672230987078e-71,7.802672230987078e-71
1491.0,6.628958967284807e-71,6.628958967284807e-71
1491.5,5.6313376531043795e-71,5.6313376531043795e-71
1492.0,4.7834592242873725e-71,4.7834592242873725e-71
1492.5,4.06290675005799e-71,4.06290675005799e-71
1493.0,3.4506102151697373e-71,3.4506102151697373e-71
1493.5,2.9303481624598443e-71,2.9303481624598443e-71
1494.0,2.488323339111443e-71,2.488323339111443e-71
1494.5,2.112801387623516e-71,2.112801387623516e-71
1495.0,1.7938032408773422e-71,1.7938032408773422e-71
1495.5,1.5228432607389016e-71,1.5228432607389016e-71
1496.0,1.2927063363665325e-71,1.2927063363665325e-71
1496.5,1.097258161661188e-71,1.097258161661188e-71
1497.0,9.312837666055528e-72,9.312837666055528e-72
1497.5,7.903501063478944e-72,7.903501063478944e-72
1498.0,6.706891333603231e-72,6.706891333603231e-72
1498.5,5.690983076899763e-72,5.690983076899763e-72
1499.0,4.828559517384165e-72,4.828559517384165e-72
1499.5,4.0964924068567447e-72,4.0964924068567447e-72
1500.0,3.4751294745809954e-72,3.4751294745809954e-72
1500.5,2.9477734041611753e-72,2.9477734041611753e-72
1501.0,2.50023869866728e-72,2.50023869866728e-72
1501.5,2.1204748219126677e-72,2.1204748219126677e-72
1502.0,1.7982457302694706e-72,1.7982457302694706e-72
1502.5,1.5248573799008917e-72,1.5248573799008917e-72
1503.0,1.292926046652947e-72,1.292926046652947e-72
1503.5,1.0961813623392716e-72,1.0961813623392716e-72
1504.0,9.292988792903419e-73,9.292988792903419e-73
1504.5,7.877577482615241e-73,7.877577482615241e-73
1505.0,6.677197530986421e-73,6.677197530986421e-73
1505.5,5.6592650596986704e-73,5.6592650596986704e-73
1506.0,4.7961208401218006e-73,4.7961208401218006e-73
1506.5,4.064287942738383e-73,4.064287942738383e-73
1507.0,3.443840994029571e-73,3.443840994029571e-73
1507.5,2.9178703061606687e-73,2.9178703061606687e-73
1508.0,2.472026647270695e-73,2.472026647270695e-73
1508.5,2.0941345494500305e-73,2.0941345494500305e-73
1509.0,1.7738638630693595e-73,1.7738638630693595e-73
1509.5,1.5024508072763766e-73,1.5024508072763766e-73
1510.0,1.2724610774709238e-73,1.2724610774709238e-73
1510.5,1.077588685668736e-73,1.077588685668736e-73
1511.0,9.124851580711213e-74,9.124851580711213e-74
1511.5,7.726145207192441e-74,7.726145207192441e-74
1512.0,6.541301899815601e-74,6.541301899815601e-74
1512.5,5.537704678172335e-74,5.537704678172335e-74
1513.0,4.687698376013277e-74,4.687698376013277e-74
1513.5,3.967836778399546e-74,3.967836778399546e-74
1514.0,3.358243694473815e-74,3.358243694473815e-74
1514.5,2.8420707685288113e-74,2.8420707685288113e-74
1515.0,2.4050374209086348e-74,2.4050374209086348e-74
1515.5,2.035040510466484e-74,2.035040510466484e-74
1516.0,1.7218231799985122e-74,1.7218231799985122e-74
1516.5,1.4566939347965622e-74,1.4566939347965622e-74
1517.0,1.2322883543188183e-74,1.2322883543188183e-74
1517.5,1.0423669837853395e-74,1.0423669837853395e-74
1518.0,8.816439267247605e-75,8.816439267247605e-75
1518.5,7.456414870348086e-75,7.456414870348086e-75
1519.0,6.305669119970788e-75,6.305669119970788e-75
1519.5,5.332078846338397e-75,5.332078846338397e-75
1520.0,4.508439207348669e-75,4.508439207348669e-75
1520.5,3.8117125634908243e-75,3.8117125634908243e-75
1521.0,3.2223917703439754e-75,3.2223917703439754e-75
1521.5,2.723960504697223e-75,2.723960504697223e-75
1522.0,2.3024358746591676e-75,2.3024358746591676e-75
1522.5,1.945980800301373e-75,1.945980800301373e-75
1523.0,1.6445755494268896e-75,1.6445755494268896e-75
1523.5,1.3897394239609198e-75,1.3897394239609198e-75
1524.0,1.174294959551241e-75,1.174294959551241e-75
1524.5,9.921681610440493e-76,9.921681610440493e-76
1525.0,8.382192808337595e-76,8.382192808337595e-76
1525.5,7.080994822215799e-76,7.080994822215799e-76
1526.0,5.981294384176974e-76,5.981294384176974e-76
1526.5,5.05196518832553e-76,5.05196518832553e-76
1527.0,4.2666772409160906e-76,4.2666772409160906e-76
1527.5,3.603159635828194e-76,3.603159635828194e-76
1528.0,3.042576360330395e-76,3.042576360330395e-76
1528.5,2.5689978456013406e-76,2.5689978456013406e-76
1529.0,2.1689536131352462e-76,2.1689536131352462e-76
1529.5,1.8310536036702743e-76,1.8310536036702743e-76
1530.0,1.54566767052301e-76,1.54566767052301e-76
1530.5,1.3046543258429939e-76,1.3046543258429939e-76
1531.0,1.1011311901555535e-76,1.1011311901555535e-76
1531.5,9.29280749833283e-77,9.29280749833283e-77
1532.0,7.841860053869554e-77,7.841860053869554e-77
1532.5,6.616914224655851e-77,6.616914224655851e-77
1533.0,5.582852999169092e-77,5.582852999169092e-77
1533.5,4.710002644470519e-77,4.710002644470519e-77
1534.0,3.973291056713663e-77,3.973291056713663e-77
1534.5,3.351535925246343e-77,3.351535925246343e-77
1535.0,2.8268427384866753e-77,2.8268427384866753e-77
1535.5,2.384095724637807e-77,2.384095724637807e-77
1536.0,2.010527416050046e-77,2.010527416050046e-77
1536.5,1.6953547242747976e-77,1.6953547242747976e-77
1537.0,1.42947127429602e-77,1.42947127429602e-77
1537.5,1.205187322540972e-77,1.205187322540972e-77
1538.0,1.016009917683976e-77,1.016009917683976e-77
1538.5,8.564570929394942e-78,8.564570929394942e-78
1539.0,7.2190083481798535e-78,7.2190083481798535e-78
1539.5,6.084343827455086e-78,6.084343827455086e-78
1540.0,5.127600990138644e-78,5.127600990138644e-78
1540.5,4.320947282935091e-78,4.320947282935091e-78
